Date,Month,Buying_Wealth,Renting_Wealth,Wealth_Difference,Buying_Equity,Buying_CumulativeCosts,Renting_InvestmentValue,Renting_CumulativeRent
2038-10-31,156,-85701.10292235517,293689.8572616629,379390.96018401807,231525.60810795537,317226.71103031054,602461.2500470199,308771.392785357
2038-11-30,157,-86004.73966191438,294181.0114472499,380185.7511091643,233240.65600404775,319245.39566596213,605867.6535450637,311686.6420978138
2038-12-31,158,-86305.14565891004,294676.1277680806,380981.27342699067,234963.0440630368,321268.18972194684,609293.3173437336,314617.189575653
2039-01-31,159,-86602.30592635117,295175.23484550114,381777.5407718523,236692.80402112583,323295.109947477,612738.3503435695,317563.1154980684
2039-02-28,160,-86896.20540670684,295678.36149532144,382574.5669020283,238429.96775332472,325326.17316003155,616202.862060851,320524.5005655295
2039-03-31,161,-87186.82897156969,296185.5367290856,383372.36570065527,240174.56727406467,327361.39624563436,619686.9626310782,323501.4259019926
2039-04-30,162,-87474.16142131711,296696.78975535114,384170.9511766683,241926.63473781626,329400.7961591334,623190.7628124739,326493.9730571228
2039-05-31,163,-87758.18748477194,297212.14998097555,384970.3374657475,243686.20243970945,331444.3899244814,626714.3739895037,329502.22400852817
2039-06-30,164,-88038.89181886046,297731.6470124117,385770.53883127216,245453.30281615703,333492.1946350175,630257.908176417,332526.2611640053
2039-07-31,165,-88316.25900826923,298255.3106570112,386571.56966528046,247227.96844548068,335544.2274537499,633821.4780208083,335566.1673637971
2039-08-31,166,-88590.2735651005,298783.17092433665,387373.44448943716,249010.23204853968,337600.5056136402,637405.1968071981,338622.02588286146
2039-09-30,167,-88860.91992852534,299315.25802748033,388176.1779560057,250800.12648936262,339661.04641788796,641009.1784606336,341693.9204331533
2039-10-31,168,-89128.18246443555,299851.60238439427,388979.78484882985,252597.6847757819,341725.86724021746,644633.5375503113,344781.93516591704
2039-11-30,169,-89392.04546509375,300392.23461922584,389784.2800843196,254402.94006007118,343794.9855251649,648278.3892932181,347886.1546739923
2039-12-31,170,-89652.49314878182,300937.1855636639,390589.6787124457,256215.92563958536,345868.4187883672,651943.849557795,351006.6639941311
2040-01-31,171,-89909.50965944747,301486.4862582922,391395.9959177397,258036.6749574039,347946.1846168514,655630.0348676194,354143.5486093272
2040-02-29,172,-90163.07906634937,302040.16795395245,392203.2470203018,259865.2216029768,350028.30066932616,659337.0624051105,357296.894451158
2040-03-31,173,-90413.18536370038,302598.262113115,393011.4474768154,261701.59931277315,352114.78467647353,663065.0500152536,360466.7879021386
2040-04-30,174,-90659.81247030903,303160.8004112592,393820.6128815682,263545.8419709335,354205.6544412425,666814.116209347,363653.31579808786
2040-05-31,175,-90902.94422921952,303727.81473826134,394630.75896748086,265397.983609924,356300.9278391435,670584.3801687688,366856.5654305075
2040-06-30,176,-91142.56440734945,304299.3371997931,395441.9016071425,267258.05841119454,358400.622818544,674375.9617487661,370076.62454897305
2040-07-31,177,-91378.65669512656,304875.40011872695,396254.0568138535,269126.1007058391,360504.75740096567,678188.9814822649,373313.581363538
2040-08-31,178,-91611.20470612298,305456.0360365521,397067.2407426751,271002.14497525955,362613.34968138253,682023.5605837019,376567.52454714983
2040-09-30,179,-91840.19197668816,306041.27771479846,397881.4696914866,272886.225851832,364726.4178285202,685879.820952878,379838.5432380795
2040-10-31,180,-92065.60196557973,306631.1581364699,398696.7601020496,274778.37811957666,366843.9800851564,689757.885178833,383126.72704236314
2040-11-30,181,-92287.41805359302,307225.71050748695,399513.12856107997,276678.6367148302,368966.0547684232,693657.8765437434,386432.1660362565
2040-12-31,182,-92505.62354318833,307824.96825813793,400330.59180132626,278587.03672692133,371092.66027010966,697579.9190268406,389754.95076870266
2041-01-31,183,-92720.2016581163,308428.96504453995,401149.16670265625,280503.6133988499,373223.8150569662,701524.1373083527,393095.1722638128
2041-02-28,184,-92931.13554304221,309037.734750109,401968.87029315124,282428.4021279681,375359.5376710103,705490.6567734682,396452.9220233592
2041-03-31,185,-93138.40826316766,309651.3114870392,402789.71975020686,284361.43846666545,377499.8467298331,709479.6035163214,399828.2920292822
2041-04-30,186,-93342.0028038508,310269.72959779156,403611.73240164237,286302.75812305673,379644.76092690753,713491.1043440013,403221.3747462097
2041-05-31,187,-93541.90207022487,310893.0236565923,404434.92572681716,288252.3969616727,381794.29903189756,717525.2867805827,406632.26312399044
2041-06-30,188,-93738.08888681413,311521.2284709399,405259.31735775404,290210.39100415446,383948.4798909686,721582.2790711798,410061.0506002399
2041-07-31,189,-93930.54599714914,312154.37908312323,406084.92508027237,292176.77642995043,386107.32242709957,725662.2101860234,413507.83110290015
2041-08-31,190,-94119.25606337906,312792.5107717481,406911.76683512714,294151.5895770167,388270.84564039577,729765.209824561,416972.69905281294
2041-09-30,191,-94304.20166588284,313435.6590532735,407739.86071915634,296134.8669425205,390439.0686084033,733891.4084195795,420455.749366306
2041-10-31,192,-94485.36530287785,314083.8596835578,408569.22498643567,298126.64518354693,392612.0104864248,738040.9371413513,423957.07745779346
2041-11-30,193,-94662.72939002741,314737.1486594159,409399.8780494433,300126.9611178086,394789.690507836,742213.9279018054,427476.7792423895
2041-12-31,194,-94836.27626004565,315395.5622201835,410231.83848022914,302135.85172435886,396972.1279844045,746410.5133587193,431014.9511385358
2042-01-31,195,-95005.9881623009,316059.1368492944,411065.1250115953,304153.3541443079,399159.3423066088,750630.8269199373,434571.69007064286
2042-02-28,196,-95171.84726241732,316727.9092758657,411899.756538283,306179.50568154204,401351.35294395935,754875.0027476109,438147.0934717452
2042-03-31,197,-95333.83564187383,317401.9164762935,412735.75211816735,308214.3438034468,403548.1794453206,759143.1757624638,441741.2592861703
2042-04-30,198,-95491.93529760197,318081.19567585964,413573.1309734616,310257.90614163247,405749.84143923444,763435.4816480814,445354.2859722218
2042-05-31,199,-95646.12814158131,318765.7843503467,414411.91249192803,312310.23049266357,407956.3586342449,767752.0568552234,448986.27250487666
2042-06-30,200,-95796.39600043325,319455.72022766597,415252.1162280992,314371.35481879103,410167.7508192243,772093.0386061623,452637.31837849633
2042-07-31,201,-95942.7206150121,320151.04128949257,416093.7619045047,316441.3172486885,412384.0378637006,776458.564899045,456307.5236095525
2042-08-31,202,-96085.08363999543,320851.78577291354,416936.86941290897,318520.1560781908,414605.2397181862,780848.7745122802,459996.9887393667
2042-09-30,203,-96223.46664347127,321557.9921720851,417781.45881555637,320607.90977103676,416831.37641450803,785263.8070089499,463705.8148368648
2042-10-31,204,-96357.85110652365,322269.69923990045,418627.5503464241,322704.61695961514,419062.4680661388,789703.802741246,467434.1035013455
2042-11-30,205,-96488.21842281683,322986.94598966837,419475.1644124852,324810.31644571316,421298.53486853,794168.9028549318,471181.9568652634
2042-12-31,206,-96614.54989817605,323709.7716968024,420324.32159497845,326925.0472012698,423539.5970994458,798659.2492938297,474949.47759702726
2043-01-31,207,-96736.82675016817,324438.21590052097,421175.04265068914,329048.8483691307,425785.67511929886,803174.984804333,478736.768903812
